employee_id,age,gender,education_level,department,job_level,years_at_company,years_in_role,monthly_salary,training_hours_per_year,num_projects_completed,overtime_hours_per_month,absenteeism_days,certifications_earned,manager_rating,peer_rating,work_life_balance_score,job_satisfaction_score,last_promotion_years_ago,performance_score,salary_per_year_experience,productivity_index,training_to_experience_ratio,avg_rating,loyalty_score,engagement_score
2554,47,Male,Master's,Operations,Mid,2,0,4025,11,17,6,7,2,5,4,7,7,1,2,2012.5,8.5,3.667,4.5,0.043,0.7
2555,24,Male,High School,Support,Mid,4,3,3786,4,9,1,1,6,2,4,1,2,1,1,946.5,2.25,0.8,3.0,0.167,0.15
2556,35,Male,Bachelor's,Product,Mid,5,4,5313,63,12,6,1,0,2,3,9,5,5,1,1062.6,2.4,10.5,2.5,0.143,0.7
2557,32,Male,Bachelor's,Operations,Junior,3,1,2498,70,22,3,9,6,4,4,2,2,2,2,832.67,7.333,17.5,4.0,0.094,0.2
2558,39,Male,Bachelor's,Engineering,Mid,17,17,6340,85,19,3,2,0,3,4,5,7,15,2,372.94,1.118,4.722,3.5,0.436,0.6
2559,33,Male,Master's,Marketing,Mid,0,0,3941,26,20,9,6,3,2,3,6,6,0,1,3941000000.0,20000000.0,26.0,2.5,0.0,0.6
2560,44,Female,Bachelor's,HR,Lead,2,0,7865,78,26,6,1,2,3,4,1,10,1,2,3932.5,13.0,26.0,3.5,0.045,0.55
2561,33,Female,Master's,HR,Junior,2,2,2106,102,12,0,11,7,5,5,2,7,0,3,1053.0,6.0,34.0,5.0,0.061,0.45
2562,34,Non-binary,Bachelor's,Operations,Junior,0,0,2593,44,22,1,3,7,2,4,7,9,0,1,2593000000.0,22000000.0,44.0,3.0,0.0,0.8
2563,46,Male,Master's,Finance,Junior,2,1,2665,34,6,10,5,6,4,3,6,2,2,1,1332.5,3.0,11.333,3.5,0.043,0.4
2564,40,Female,Bachelor's,Sales,Mid,1,0,4455,25,12,0,0,1,1,5,6,9,0,1,4455.0,12.0,12.5,3.0,0.025,0.75
2565,57,Female,Bachelor's,Engineering,Senior,3,3,7822,22,9,3,2,5,2,3,6,7,3,1,2607.33,3.0,5.5,2.5,0.053,0.65
2566,29,Female,Master's,Finance,Senior,2,1,7710,12,20,6,9,7,3,1,7,2,1,1,3855.0,10.0,4.0,2.0,0.069,0.45
2567,50,Male,Bachelor's,Support,Mid,6,4,3542,89,5,4,8,7,2,3,10,10,6,3,590.33,0.833,12.714,2.5,0.12,1.0
2568,53,Female,Bachelor's,Finance,Senior,3,2,7053,2,21,7,0,4,5,4,9,2,0,3,2351.0,7.0,0.5,4.5,0.057,0.55
2569,39,Male,Bachelor's,Operations,Mid,0,0,4764,28,3,6,1,3,5,5,9,4,0,3,4764000000.0,3000000.0,28.0,5.0,0.0,0.65
2570,27,Male,Master's,Engineering,Senior,6,0,8356,65,2,5,2,6,4,4,2,2,0,1,1392.67,0.333,9.286,4.0,0.222,0.2
2571,39,Female,Bachelor's,HR,Junior,0,0,2359,63,8,8,0,1,3,5,2,1,0,1,2359000000.0,8000000.0,63.0,4.0,0.0,0.15
2572,40,Female,Master's,Sales,Mid,9,1,4468,27,10,5,5,5,4,2,5,6,1,1,496.44,1.111,2.7,3.0,0.225,0.55
2573,43,Male,Bachelor's,HR,Senior,13,13,7278,86,15,2,0,5,3,2,10,10,9,2,559.85,1.154,6.143,2.5,0.302,1.0
2574,58,Female,Bachelor's,Finance,Lead,1,1,9276,35,9,3,1,2,3,4,7,5,0,1,9275.99,9.0,17.5,3.5,0.017,0.6
2575,53,Female,Master's,Support,Senior,13,4,5237,112,10,6,4,0,4,5,3,3,11,3,402.85,0.769,8.0,4.5,0.245,0.3
2576,24,Male,Master's,Sales,Junior,7,0,2561,5,11,10,2,6,4,4,3,1,3,1,365.86,1.571,0.625,4.0,0.292,0.2
2577,49,Female,Master's,Marketing,Junior,12,0,2480,10,29,1,5,2,2,2,4,9,9,1,206.67,2.417,0.769,2.0,0.245,0.65
2578,31,Male,PhD,Finance,Manager,5,2,10816,37,9,2,12,5,3,3,3,8,4,1,2163.2,1.8,6.167,3.0,0.161,0.55
2579,56,Non-binary,Bachelor's,HR,Junior,1,1,2180,117,14,13,0,2,5,3,3,6,0,3,2180.0,14.0,58.5,4.0,0.018,0.45
2580,50,Female,Bachelor's,HR,Junior,11,11,2218,33,5,4,4,3,3,3,8,6,6,2,201.64,0.455,2.75,3.0,0.22,0.7
2581,36,Male,High School,Operations,Junior,1,0,2292,80,27,0,1,6,5,1,7,4,1,3,2292.0,27.0,40.0,3.0,0.028,0.55
2582,54,Female,Master's,HR,Mid,1,1,4413,66,9,5,2,1,5,5,7,2,1,3,4413.0,9.0,33.0,5.0,0.019,0.45
2583,28,Female,Master's,Engineering,Junior,1,0,3126,107,4,23,0,5,4,4,10,4,0,3,3126.0,4.0,53.5,4.0,0.036,0.7
2584,33,Female,Bachelor's,Finance,Mid,1,1,4896,45,2,8,0,6,3,4,2,2,1,1,4896.0,2.0,22.5,3.5,0.03,0.2
2585,51,Non-binary,Bachelor's,Product,Mid,3,1,5869,97,19,6,1,7,4,2,9,7,3,2,1956.33,6.333,24.25,3.0,0.059,0.8
2586,42,Female,High School,Product,Lead,6,1,11177,85,1,1,1,3,3,2,6,9,5,2,1862.83,0.167,12.143,2.5,0.143,0.75
2587,52,Female,Master's,Support,Junior,13,13,2186,28,21,10,9,1,3,4,3,2,10,1,168.15,1.615,2.0,3.5,0.25,0.25
2588,45,Female,Bachelor's,Sales,Mid,0,0,4294,59,1,3,5,7,4,5,9,9,0,3,4294000000.0,1000000.0,59.0,4.5,0.0,0.9
2589,41,Female,Bachelor's,HR,Senior,15,5,5709,53,12,11,14,3,3,4,9,9,2,2,380.6,0.8,3.312,3.5,0.366,0.9
2590,58,Male,Bachelor's,Operations,Senior,12,0,6682,92,11,2,3,4,3,5,6,8,10,2,556.83,0.917,7.077,4.0,0.207,0.7
2591,25,Female,Master's,Operations,Mid,0,0,4081,68,1,0,1,0,4,4,10,1,0,1,4081000000.0,1000000.0,68.0,4.0,0.0,0.55
2592,49,Male,Master's,HR,Lead,2,1,7610,73,14,3,1,7,4,2,6,5,1,1,3805.0,7.0,24.333,3.0,0.041,0.55
2593,41,Female,Bachelor's,Engineering,Junior,8,8,2985,73,27,1,1,7,2,3,8,10,6,3,373.12,3.375,8.111,2.5,0.195,0.9
2594,45,Female,Bachelor's,Operations,Lead,4,2,7307,116,11,6,1,0,3,4,8,4,0,3,1826.75,2.75,23.2,3.5,0.089,0.6
2595,53,Female,Bachelor's,Product,Mid,7,6,5375,8,29,15,4,0,3,3,6,7,0,2,767.86,4.143,1.0,3.0,0.132,0.65
2596,57,Female,Master's,Sales,Junior,6,6,2388,84,7,5,3,4,3,3,7,8,6,2,398.0,1.167,12.0,3.0,0.105,0.75
2597,55,Female,PhD,Finance,Lead,3,2,10445,76,2,10,1,5,4,3,4,10,1,3,3481.67,0.667,19.0,3.5,0.055,0.7
2598,57,Male,Bachelor's,Marketing,Senior,0,0,6212,9,15,3,0,5,4,3,1,8,0,2,6212000000.0,15000000.0,9.0,3.5,0.0,0.45
2599,23,Female,High School,Engineering,Junior,4,1,3201,101,8,7,0,4,4,5,4,2,1,3,800.25,2.0,20.2,4.5,0.174,0.3
2600,36,Male,High School,Support,Junior,0,0,2000,74,22,9,0,0,1,2,8,3,0,1,2000000000.0,22000000.0,74.0,1.5,0.0,0.55
2601,55,Male,Bachelor's,Support,Junior,4,1,2247,67,20,6,0,0,2,3,8,10,1,2,561.75,5.0,13.4,2.5,0.073,0.9
2602,57,Male,Master's,Operations,Senior,8,5,6044,57,25,3,6,1,3,4,2,10,7,2,755.5,3.125,6.333,3.5,0.14,0.6
2603,27,Female,High School,Finance,Junior,4,2,2984,109,15,4,0,1,3,4,7,7,1,2,746.0,3.75,21.8,3.5,0.148,0.7
2604,33,Female,Bachelor's,Marketing,Junior,29,20,3011,94,26,6,5,7,2,4,1,4,0,2,103.83,0.897,3.133,3.0,0.879,0.25
2605,24,Female,Bachelor's,Support,Junior,3,3,2289,112,8,1,1,2,3,5,2,6,3,2,763.0,2.667,28.0,4.0,0.125,0.4
2606,39,Male,High School,HR,Senior,6,5,5753,51,29,8,0,7,2,4,8,8,1,3,958.83,4.833,7.286,3.0,0.154,0.8
2607,42,Male,Bachelor's,HR,Lead,5,3,7353,33,10,15,6,6,4,4,10,8,3,3,1470.6,2.0,5.5,4.0,0.119,0.9
2608,36,Male,Bachelor's,Sales,Senior,23,2,7284,105,19,3,3,6,4,3,4,7,3,2,316.7,0.826,4.375,3.5,0.639,0.55
2609,54,Male,Bachelor's,Marketing,Junior,6,6,2965,34,3,6,1,6,4,3,3,2,1,1,494.17,0.5,4.857,3.5,0.111,0.25
2610,56,Female,Master's,HR,Lead,0,0,8139,102,20,6,9,3,2,4,2,2,0,2,8139000000.0,20000000.0,102.0,3.0,0.0,0.2
2611,47,Male,Bachelor's,Support,Senior,15,6,6012,102,14,5,0,1,5,4,6,3,3,3,400.8,0.933,6.375,4.5,0.319,0.45
2612,29,Male,Bachelor's,HR,Lead,5,3,8399,32,9,3,0,1,5,5,4,4,5,2,1679.8,1.8,5.333,5.0,0.172,0.4
2613,57,Male,PhD,Product,Mid,0,0,5947,71,9,10,5,1,3,4,3,1,0,1,5947000000.0,9000000.0,71.0,3.5,0.0,0.2
2614,51,Male,Bachelor's,Operations,Mid,5,4,3354,31,21,2,4,1,4,4,3,5,1,2,670.8,4.2,5.167,4.0,0.098,0.4
2615,44,Male,Master's,Support,Senior,10,6,6000,54,28,0,1,7,5,1,10,7,5,3,600.0,2.8,4.909,3.0,0.227,0.85
2616,35,Male,High School,Support,Junior,4,4,2471,96,25,9,0,4,4,2,3,10,3,3,617.75,6.25,19.2,3.0,0.114,0.65
2617,35,Female,High School,Support,Mid,2,0,3247,7,6,5,7,2,3,3,8,5,1,1,1623.5,3.0,2.333,3.0,0.057,0.65
2618,23,Female,High School,Sales,Lead,8,3,7937,45,8,9,1,1,4,2,9,7,4,1,992.12,1.0,5.0,3.0,0.348,0.8
2619,58,Female,Bachelor's,Finance,Lead,7,6,8691,13,11,0,0,5,4,3,9,5,2,2,1241.57,1.571,1.625,3.5,0.121,0.7
2620,26,Non-binary,Bachelor's,Support,Manager,3,0,7996,97,8,0,2,3,3,3,5,10,0,2,2665.33,2.667,24.25,3.0,0.115,0.75
2621,59,Male,Master's,HR,Senior,0,0,5948,7,12,13,9,6,5,4,1,8,0,2,5948000000.0,12000000.0,7.0,4.5,0.0,0.45
2622,35,Female,Bachelor's,Product,Junior,1,1,3200,114,10,0,0,1,4,4,10,7,0,3,3200.0,10.0,57.0,4.0,0.029,0.85
2623,46,Non-binary,Bachelor's,Support,Junior,6,6,2444,105,23,8,5,4,3,4,5,1,2,2,407.33,3.833,15.0,3.5,0.13,0.3
2624,41,Male,Bachelor's,Engineering,Mid,8,1,6002,70,4,8,3,5,4,3,1,1,3,1,750.25,0.5,7.778,3.5,0.195,0.1
2625,23,Female,Bachelor's,Engineering,Mid,1,1,4962,76,16,6,2,6,4,3,9,5,0,2,4962.0,16.0,38.0,3.5,0.043,0.7
2626,27,Male,Bachelor's,Finance,Junior,2,0,2746,53,20,0,5,0,2,5,10,2,2,3,1373.0,10.0,17.667,3.5,0.074,0.6
2627,38,Male,Bachelor's,Marketing,Junior,0,0,2970,20,6,5,13,7,3,2,8,9,0,2,2970000000.0,6000000.0,20.0,2.5,0.0,0.85
2628,46,Male,Master's,Sales,Senior,6,1,7319,110,9,10,1,0,5,5,7,2,4,3,1219.83,1.5,15.714,5.0,0.13,0.45
2629,49,Female,PhD,Product,Senior,0,0,7877,95,23,2,0,6,4,3,2,9,0,3,7877000000.0,23000000.0,95.0,3.5,0.0,0.55
2630,23,Female,Bachelor's,Operations,Manager,0,0,10036,74,5,2,9,2,3,4,2,10,0,1,10036000000.0,5000000.0,74.0,3.5,0.0,0.6
2631,56,Female,Bachelor's,Product,Senior,0,0,7789,13,21,2,4,0,2,2,4,2,0,1,7789000000.0,21000000.0,13.0,2.0,0.0,0.3
2632,58,Male,Master's,Engineering,Senior,5,1,8551,74,24,0,2,1,4,2,9,4,2,3,1710.2,4.8,12.333,3.0,0.086,0.65
2633,26,Male,Master's,Engineering,Senior,2,1,7851,1,6,11,3,6,4,3,9,3,1,1,3925.5,3.0,0.333,3.5,0.077,0.6
2634,22,Male,Bachelor's,Finance,Manager,1,1,11809,97,17,10,5,4,3,4,8,6,1,2,11808.99,17.0,48.5,3.5,0.045,0.7
2635,33,Male,Master's,Marketing,Senior,12,10,5571,60,17,30,5,2,4,3,5,4,5,2,464.25,1.417,4.615,3.5,0.364,0.45
2636,57,Female,High School,Marketing,Lead,1,1,7740,107,25,4,10,5,2,4,7,9,1,3,7739.99,25.0,53.5,3.0,0.018,0.8
2637,44,Male,Master's,Finance,Manager,2,2,10721,110,24,6,2,1,2,3,9,9,1,2,5360.5,12.0,36.667,2.5,0.045,0.9
2638,52,Female,High School,Support,Manager,14,0,8302,16,22,1,1,0,4,3,3,10,7,1,593.0,1.571,1.067,3.5,0.269,0.65
2639,32,Female,Bachelor's,Product,Mid,2,0,4725,77,13,5,4,3,2,5,4,9,2,1,2362.5,6.5,25.667,3.5,0.062,0.65
2640,31,Male,Master's,Engineering,Junior,4,3,3076,88,17,5,2,7,5,5,2,3,3,3,769.0,4.25,17.6,5.0,0.129,0.25
2641,24,Female,Bachelor's,Product,Junior,0,0,2651,47,14,11,3,1,2,4,9,3,0,2,2651000000.0,14000000.0,47.0,3.0,0.0,0.6
2642,35,Male,Bachelor's,Product,Junior,7,1,3296,90,2,8,2,3,4,3,7,4,6,3,470.86,0.286,11.25,3.5,0.2,0.55
2643,37,Male,Bachelor's,Sales,Junior,2,1,2727,7,26,13,0,5,3,3,6,9,2,1,1363.5,13.0,2.333,3.0,0.054,0.75
2644,31,Male,PhD,Engineering,Junior,8,7,2695,55,19,10,2,3,3,5,5,6,6,3,336.87,2.375,6.111,4.0,0.258,0.55
2645,50,Female,Master's,Marketing,Mid,1,0,4009,16,26,10,4,5,4,3,7,9,0,3,4009.0,26.0,8.0,3.5,0.02,0.8
2646,31,Male,Master's,Operations,Mid,2,1,4306,68,28,0,6,2,4,4,3,8,0,3,2153.0,14.0,22.667,4.0,0.065,0.55
2647,33,Female,Bachelor's,Product,Senior,7,4,7388,11,3,9,2,4,4,3,5,7,5,1,1055.43,0.429,1.375,3.5,0.212,0.6
2648,51,Female,Master's,Engineering,Junior,18,18,3023,37,2,4,0,0,4,5,2,5,13,2,167.94,0.111,1.947,4.5,0.353,0.35
2649,22,Male,Bachelor's,Product,Senior,0,0,7754,17,28,2,2,7,4,3,5,9,0,3,7754000000.0,28000000.0,17.0,3.5,0.0,0.7
2650,26,Female,Bachelor's,Sales,Senior,8,5,7111,25,2,0,6,0,4,3,7,4,0,1,888.87,0.25,2.778,3.5,0.308,0.55
2651,41,Female,Master's,Support,Senior,1,1,4817,94,22,5,2,7,4,4,10,4,1,3,4817.0,22.0,47.0,4.0,0.024,0.7
2652,29,Male,Bachelor's,HR,Lead,4,3,8352,36,7,1,4,1,4,5,7,8,2,3,2088.0,1.75,7.2,4.5,0.138,0.75
2653,33,Male,High School,Engineering,Junior,1,1,2989,69,4,3,2,6,4,5,9,4,0,3,2989.0,4.0,34.5,4.5,0.03,0.65
2654,22,Female,High School,Finance,Junior,4,1,2994,40,17,5,1,0,5,4,3,7,2,3,748.5,4.25,8.0,4.5,0.182,0.5
2655,41,Male,Bachelor's,HR,Mid,2,2,4151,78,6,12,6,2,3,4,8,4,1,1,2075.5,3.0,26.0,3.5,0.049,0.6
2656,49,Female,Master's,Product,Junior,2,2,2960,41,7,8,0,0,4,4,5,1,2,2,1480.0,3.5,13.667,4.0,0.041,0.3
2657,58,Male,Bachelor's,Finance,Senior,0,0,6732,112,20,2,2,1,2,4,7,10,0,3,6732000000.0,20000000.0,112.0,3.0,0.0,0.85
2658,58,Male,Master's,Finance,Mid,0,0,4857,89,6,2,0,0,3,5,1,9,0,2,4857000000.0,6000000.0,89.0,4.0,0.0,0.5
2659,33,Male,Bachelor's,Finance,Mid,12,9,5812,114,9,1,0,4,3,3,1,4,4,1,484.33,0.75,8.769,3.0,0.364,0.25
2660,58,Male,Bachelor's,Engineering,Junior,31,20,2807,75,20,2,2,5,5,4,4,3,4,3,90.55,0.645,2.344,4.5,0.534,0.35
2661,49,Female,Bachelor's,Marketing,Mid,7,3,5115,40,28,0,2,3,4,4,5,3,3,3,730.71,4.0,5.0,4.0,0.143,0.4
2662,36,Male,Master's,Product,Senior,1,0,7609,46,26,17,4,3,4,4,10,9,1,3,7608.99,26.0,23.0,4.0,0.028,0.95
2663,27,Female,Bachelor's,HR,Senior,2,1,6272,13,4,4,5,5,1,5,3,8,2,1,3136.0,2.0,4.333,3.0,0.074,0.55
2664,41,Female,Master's,Sales,Junior,6,1,2451,0,26,0,5,3,4,3,6,10,5,2,408.5,4.333,0.0,3.5,0.146,0.8
2665,35,Female,Master's,Marketing,Junior,17,14,2422,16,28,2,2,4,5,3,3,7,14,1,142.47,1.647,0.889,4.0,0.486,0.5
2666,23,Female,Bachelor's,Product,Junior,3,3,2967,96,5,3,3,2,3,3,5,7,2,1,989.0,1.667,24.0,3.0,0.13,0.6
2667,30,Male,Bachelor's,Support,Junior,8,0,2014,54,19,3,3,1,1,3,1,4,5,1,251.75,2.375,6.0,2.0,0.267,0.25
2668,58,Male,Master's,Support,Lead,18,17,6976,92,10,0,2,4,3,3,3,3,9,1,387.56,0.556,4.842,3.0,0.31,0.3
2669,41,Female,Master's,Engineering,Junior,10,8,3117,52,18,15,3,1,4,5,7,4,6,2,311.7,1.8,4.727,4.5,0.244,0.55
2670,47,Male,High School,Finance,Senior,1,1,8888,117,15,1,11,2,4,4,3,6,1,3,8887.99,15.0,58.5,4.0,0.021,0.45
2671,50,Female,Bachelor's,Sales,Lead,0,0,7692,108,25,0,0,4,4,5,5,4,0,3,7692000000.0,25000000.0,108.0,4.5,0.0,0.45
2672,22,Male,Master's,Product,Junior,3,0,3157,30,29,0,9,0,4,3,7,4,1,3,1052.33,9.667,7.5,3.5,0.136,0.55
2673,56,Female,Master's,HR,Mid,3,2,4269,61,1,4,0,6,3,5,2,2,1,1,1423.0,0.333,15.25,4.0,0.054,0.2
2674,27,Female,Bachelor's,Product,Manager,1,1,10697,7,5,0,1,2,4,4,3,7,0,1,10696.99,5.0,3.5,4.0,0.037,0.5
2675,58,Female,Master's,Marketing,Lead,1,1,8883,29,5,0,1,3,3,1,4,6,1,1,8882.99,5.0,14.5,2.0,0.017,0.5
2676,26,Female,PhD,Support,Mid,7,1,3600,76,8,2,3,4,3,4,5,2,0,3,514.29,1.143,9.5,3.5,0.269,0.35
2677,54,Female,Bachelor's,Operations,Senior,3,0,4692,79,22,4,0,2,4,5,9,5,2,3,1564.0,7.333,19.75,4.5,0.056,0.7
2678,35,Female,Master's,Marketing,Lead,1,0,8860,65,22,0,8,2,5,2,9,6,1,3,8859.99,22.0,32.5,3.5,0.029,0.75
2679,33,Female,High School,Product,Mid,4,0,4626,44,22,1,7,4,4,4,4,5,2,2,1156.5,5.5,8.8,4.0,0.121,0.45
2680,41,Male,High School,Sales,Lead,5,4,7795,17,20,2,4,3,4,5,9,4,5,3,1559.0,4.0,2.833,4.5,0.122,0.65
2681,45,Male,Bachelor's,Product,Mid,7,3,5566,98,15,0,2,5,3,1,4,9,0,1,795.14,2.143,12.25,2.0,0.156,0.65
2682,55,Male,High School,Product,Mid,0,0,5027,44,17,3,10,3,2,4,2,3,0,1,5027000000.0,17000000.0,44.0,3.0,0.0,0.25
2683,46,Non-binary,Master's,Engineering,Manager,6,5,13601,18,19,0,7,2,3,3,10,2,2,1,2266.83,3.167,2.571,3.0,0.13,0.6
2684,50,Male,High School,HR,Lead,4,0,8874,76,29,0,2,1,5,3,1,9,3,3,2218.5,7.25,15.2,4.0,0.08,0.5
2685,52,Female,Bachelor's,Sales,Mid,0,0,4287,114,13,3,4,5,5,4,7,8,0,3,4287000000.0,13000000.0,114.0,4.5,0.0,0.75
2686,44,Female,Bachelor's,Product,Junior,7,6,3372,67,26,1,3,7,5,2,4,9,7,3,481.71,3.714,8.375,3.5,0.159,0.65
2687,59,Female,Bachelor's,Finance,Senior,2,0,6933,82,28,0,3,5,2,4,8,10,0,3,3466.5,14.0,27.333,3.0,0.034,0.9
2688,41,Female,High School,HR,Senior,2,1,7645,49,27,2,1,2,4,1,8,3,0,1,3822.5,13.5,16.333,2.5,0.049,0.55
2689,44,Male,Master's,Marketing,Senior,2,2,6107,24,22,12,2,4,4,3,8,1,2,1,3053.5,11.0,8.0,3.5,0.045,0.45
2690,37,Female,Bachelor's,Sales,Manager,2,0,11623,37,21,6,0,4,4,4,6,1,0,2,5811.5,10.5,12.333,4.0,0.054,0.35
2691,29,Female,Master's,Marketing,Lead,2,2,9013,114,10,8,1,4,4,3,9,3,0,2,4506.5,5.0,38.0,3.5,0.069,0.6
2692,42,Male,Master's,Support,Mid,8,4,3868,94,17,10,4,3,4,3,4,4,3,2,483.5,2.125,10.444,3.5,0.19,0.4
2693,22,Male,High School,Product,Junior,0,0,2915,35,5,17,12,0,3,4,5,2,0,1,2915000000.0,5000000.0,35.0,3.5,0.0,0.35
2694,29,Female,Master's,Marketing,Mid,17,8,4308,67,18,7,13,4,3,5,4,8,13,2,253.41,1.059,3.722,4.0,0.586,0.6
2695,50,Female,High School,Marketing,Senior,4,2,5149,55,17,4,3,4,3,5,5,3,0,2,1287.25,4.25,11.0,4.0,0.08,0.4
2696,53,Male,Bachelor's,Engineering,Senior,1,0,8307,38,4,2,3,5,1,4,2,4,1,1,8306.99,4.0,19.0,2.5,0.019,0.3
2697,59,Female,High School,Marketing,Mid,0,0,4527,62,22,1,0,1,3,5,5,6,0,3,4527000000.0,22000000.0,62.0,4.0,0.0,0.55
2698,26,Female,Bachelor's,Finance,Mid,4,1,5066,6,7,5,4,1,2,5,10,10,2,2,1266.5,1.75,1.2,3.5,0.154,1.0
2699,43,Male,Bachelor's,Finance,Mid,5,5,3513,118,25,26,0,2,3,3,8,6,2,3,702.6,5.0,19.667,3.0,0.116,0.7
2700,55,Non-binary,Master's,HR,Mid,0,0,3639,57,5,3,1,2,4,3,9,2,0,2,3639000000.0,5000000.0,57.0,3.5,0.0,0.55
2701,22,Female,Bachelor's,Product,Mid,1,1,4818,79,8,6,4,2,5,2,7,6,0,2,4818.0,8.0,39.5,3.5,0.045,0.65
2702,47,Female,Master's,Operations,Junior,7,3,2572,58,8,3,1,4,5,3,7,4,6,2,367.43,1.143,7.25,4.0,0.149,0.55
2703,31,Female,Bachelor's,Support,Mid,0,0,3858,47,11,2,0,1,3,5,6,5,0,2,3858000000.0,11000000.0,47.0,4.0,0.0,0.55
2704,51,Male,Master's,Marketing,Mid,9,9,4300,4,9,2,7,2,2,4,2,7,4,1,477.78,1.0,0.4,3.0,0.176,0.45
2705,39,Male,Bachelor's,Marketing,Senior,5,2,6979,110,19,3,1,7,3,4,10,7,0,3,1395.8,3.8,18.333,3.5,0.128,0.85
2706,38,Male,Bachelor's,Sales,Junior,2,0,2467,86,19,2,0,1,5,2,10,6,2,3,1233.5,9.5,28.667,3.5,0.053,0.8
2707,47,Male,Bachelor's,Engineering,Lead,2,2,10919,35,9,6,0,4,4,2,9,10,2,2,5459.5,4.5,11.667,3.0,0.043,0.95
2708,29,Male,Bachelor's,Operations,Senior,0,0,6546,95,23,10,1,5,3,3,5,6,0,3,6546000000.0,23000000.0,95.0,3.0,0.0,0.55
2709,33,Female,Bachelor's,HR,Senior,8,4,6485,87,20,10,0,4,5,5,6,6,4,3,810.62,2.5,9.667,5.0,0.242,0.6
2710,48,Female,Master's,Support,Senior,0,0,5522,24,17,1,5,2,3,3,1,4,0,1,5522000000.0,17000000.0,24.0,3.0,0.0,0.25
2711,29,Female,High School,Operations,Mid,1,1,4929,44,16,11,1,4,5,5,5,3,0,2,4929.0,16.0,22.0,5.0,0.034,0.4
2712,46,Female,Master's,Marketing,Mid,4,1,4590,91,7,2,6,4,3,2,6,1,4,1,1147.5,1.75,18.2,2.5,0.087,0.35
2713,25,Female,Master's,Sales,Manager,1,0,9520,18,26,1,0,7,3,4,10,3,1,2,9519.99,26.0,9.0,3.5,0.04,0.65
2714,54,Male,Master's,Product,Senior,3,2,8006,6,22,6,2,1,4,4,2,3,0,1,2668.67,7.333,1.5,4.0,0.056,0.25
2715,22,Male,Bachelor's,Engineering,Manager,8,0,13395,107,3,1,4,0,5,5,7,9,2,3,1674.37,0.375,11.889,5.0,0.364,0.8
2716,40,Female,Bachelor's,Product,Senior,3,3,7353,57,21,0,4,7,5,1,4,3,0,1,2451.0,7.0,14.25,3.0,0.075,0.35
2717,52,Female,Master's,HR,Junior,14,2,2772,104,19,2,3,3,4,3,5,8,4,3,198.0,1.357,6.933,3.5,0.269,0.65
2718,37,Male,Master's,Operations,Junior,9,6,2595,80,8,6,10,7,3,3,3,8,7,2,288.33,0.889,8.0,3.0,0.243,0.55
2719,35,Female,Bachelor's,HR,Senior,2,2,4785,65,5,1,1,2,3,5,5,3,0,2,2392.5,2.5,21.667,4.0,0.057,0.4
2720,26,Male,Bachelor's,Marketing,Mid,2,1,4506,79,26,4,2,6,5,3,4,10,2,3,2253.0,13.0,26.333,4.0,0.077,0.7
2721,47,Female,Bachelor's,HR,Mid,2,2,3997,38,26,5,8,0,4,1,10,10,0,2,1998.5,13.0,12.667,2.5,0.043,1.0
2722,49,Female,Bachelor's,Product,Lead,4,1,10427,17,6,6,0,5,4,4,6,6,2,1,2606.75,1.5,3.4,4.0,0.082,0.6
2723,23,Female,Master's,Sales,Mid,1,0,5016,102,2,11,0,6,3,4,2,8,0,2,5015.99,2.0,51.0,3.5,0.043,0.5
2724,27,Non-binary,Bachelor's,HR,Mid,17,17,4247,0,24,2,1,2,4,4,3,8,12,2,249.82,1.412,0.0,4.0,0.63,0.55
2725,30,Female,Bachelor's,Finance,Lead,4,3,11081,62,25,0,4,0,3,5,10,10,1,3,2770.25,6.25,12.4,4.0,0.133,1.0
2726,54,Female,Bachelor's,Sales,Lead,2,1,8552,2,19,1,1,4,4,4,1,10,0,1,4276.0,9.5,0.667,4.0,0.037,0.55
2727,46,Female,Bachelor's,Operations,Mid,5,5,4427,20,13,2,0,2,5,5,7,9,2,3,885.4,2.6,3.333,5.0,0.109,0.8
2728,34,Female,Master's,Engineering,Lead,2,2,11120,29,6,6,2,0,4,4,9,9,2,2,5560.0,3.0,9.667,4.0,0.059,0.9
2729,30,Female,Master's,Engineering,Lead,8,6,10191,10,6,0,3,3,4,3,2,8,7,1,1273.87,0.75,1.111,3.5,0.267,0.5
2730,34,Male,Bachelor's,Marketing,Mid,4,4,4715,21,2,1,1,4,3,5,7,7,0,2,1178.75,0.5,4.2,4.0,0.118,0.7
2731,52,Male,Master's,Marketing,Junior,0,0,2468,110,26,7,1,7,3,4,3,10,0,2,2468000000.0,26000000.0,110.0,3.5,0.0,0.65
2732,32,Female,Bachelor's,Finance,Junior,0,0,2873,56,24,5,3,2,5,3,5,3,0,1,2873000000.0,24000000.0,56.0,4.0,0.0,0.4
2733,25,Male,Bachelor's,Operations,Mid,10,2,3619,88,5,6,11,5,3,4,6,7,0,1,361.9,0.5,8.0,3.5,0.4,0.65
2734,55,Male,Bachelor's,Product,Mid,4,1,5334,2,11,8,4,7,5,3,8,4,1,1,1333.5,2.75,0.4,4.0,0.073,0.6
2735,59,Non-binary,Bachelor's,Engineering,Manager,15,14,12863,29,11,7,6,5,4,2,4,2,5,1,857.53,0.733,1.812,3.0,0.254,0.3
