employee_id,age,gender,education_level,department,job_level,years_at_company,years_in_role,monthly_salary,training_hours_per_year,num_projects_completed,overtime_hours_per_month,absenteeism_days,certifications_earned,manager_rating,peer_rating,work_life_balance_score,job_satisfaction_score,last_promotion_years_ago,performance_score
1819,31,Male,Bachelor's,Engineering,Senior,4,4,9627,25,23,7,0,5,5,4,6,7,4,3
1820,26,Female,Bachelor's,Sales,Mid,1,1,3983,43,9,8,12,1,5,3,9,1,1,2
1821,44,Female,Bachelor's,Engineering,Lead,0,0,10573,66,3,16,3,0,1,4,3,9,0,1
1822,31,Male,Master's,Finance,Manager,3,2,13301,69,26,0,6,1,5,4,2,10,1,3
1823,23,Male,High School,Marketing,Mid,4,3,4637,61,4,4,2,1,1,5,5,9,3,1
1824,34,Female,Master's,Marketing,Mid,0,0,4451,106,16,2,1,3,4,3,7,2,0,3
1825,23,Female,Bachelor's,Operations,Manager,15,13,8655,44,7,2,2,6,4,5,3,10,0,3
1826,41,Female,Bachelor's,HR,Mid,19,15,3590,10,22,4,0,4,2,4,5,9,13,1
1827,22,Male,Bachelor's,Finance,Senior,3,3,8077,71,14,7,1,0,1,4,4,2,1,1
1828,58,Non-binary,Master's,Operations,Junior,14,7,2876,92,16,0,7,3,4,4,7,2,14,2
1829,30,Male,Bachelor's,Product,Senior,0,0,7469,73,29,17,0,5,3,2,2,8,0,2
1830,38,Male,High School,Engineering,Mid,0,0,4799,33,18,8,0,1,2,5,7,3,0,1
1831,30,Female,Bachelor's,Product,Lead,0,0,7463,87,16,6,0,5,4,2,2,3,0,1
1832,32,Male,Bachelor's,Engineering,Senior,4,0,7328,45,16,7,2,4,5,4,3,7,2,2
1833,36,Male,Bachelor's,Marketing,Junior,0,0,2595,111,2,2,23,3,4,3,5,10,0,3
1834,45,Male,Bachelor's,Operations,Junior,15,14,2899,80,10,6,0,6,3,3,7,6,12,1
1835,59,Male,High School,Marketing,Mid,0,0,4669,31,7,2,0,3,1,4,6,7,0,1
1836,56,Male,High School,Sales,Manager,1,1,10863,74,25,11,9,0,4,5,7,6,1,3
1837,51,Non-binary,Master's,Product,Senior,8,2,7499,97,27,0,8,6,4,3,6,9,8,3
1838,52,Male,Bachelor's,Product,Mid,1,0,4904,87,15,1,0,1,4,5,1,2,0,2
1839,26,Female,Bachelor's,Marketing,Mid,1,0,4989,118,28,4,5,7,5,4,5,8,0,3
1840,35,Female,Bachelor's,Sales,Mid,5,2,4675,4,9,1,4,7,3,3,1,6,4,1
1841,32,Female,Bachelor's,Engineering,Senior,1,0,6416,62,7,2,5,0,2,3,7,4,1,1
1842,30,Male,Bachelor's,Operations,Senior,1,0,5829,28,27,3,2,3,5,4,4,6,1,3
1843,55,Female,Bachelor's,Sales,Mid,1,1,4189,47,24,9,19,6,4,2,5,6,1,1
1844,33,Female,Bachelor's,Operations,Senior,3,1,5908,111,16,3,0,3,4,3,1,10,3,3
1845,56,Female,Bachelor's,Product,Senior,16,0,8252,97,26,2,1,0,5,2,8,3,0,3
1846,56,Female,Bachelor's,Operations,Manager,8,0,9480,15,3,1,2,3,5,3,4,8,4,1
1847,22,Female,Bachelor's,Product,Manager,1,1,11887,24,17,2,2,6,4,4,3,5,1,1
1848,43,Male,Master's,Sales,Senior,2,2,7778,100,23,3,10,2,3,3,1,10,1,2
1849,50,Female,Bachelor's,Product,Senior,3,0,7268,71,8,6,3,4,5,3,4,4,3,3
1850,29,Female,Bachelor's,Support,Mid,19,11,4449,28,2,0,0,1,4,3,3,2,15,2
1851,32,Female,Bachelor's,HR,Lead,0,0,7385,51,25,1,2,4,3,3,8,10,0,2
1852,58,Non-binary,Bachelor's,Product,Mid,2,0,5254,45,20,2,2,1,4,2,9,1,1,2
1853,35,Male,Bachelor's,Marketing,Mid,6,3,4251,24,26,2,13,6,3,4,5,7,0,3
1854,51,Non-binary,Bachelor's,Sales,Mid,16,12,4639,105,27,2,3,3,5,4,9,10,12,3
1855,56,Male,Master's,Support,Lead,0,0,7441,22,25,7,4,7,4,2,1,3,0,1
1856,42,Male,Bachelor's,Engineering,Junior,1,1,3390,33,29,1,4,6,5,3,7,3,0,3
1857,58,Male,Bachelor's,Operations,Mid,1,1,3852,66,3,3,5,0,5,3,7,3,0,2
1858,26,Male,Bachelor's,Support,Mid,0,0,3328,93,8,4,4,7,5,3,6,10,0,2
1859,40,Female,Bachelor's,Finance,Junior,4,0,3750,113,27,1,1,0,4,4,4,3,3,3
1860,35,Male,High School,Support,Junior,5,4,2141,116,2,6,8,3,5,3,9,2,2,3
1861,47,Male,Master's,Sales,Lead,4,4,9317,33,19,3,5,1,3,3,3,6,3,2
1862,25,Female,Bachelor's,Support,Lead,0,0,5979,31,17,2,5,3,2,4,1,10,0,1
1863,46,Female,Master's,Support,Mid,0,0,3645,116,5,8,22,1,5,3,2,3,0,2
1864,46,Female,Master's,Marketing,Lead,1,1,8206,28,20,1,6,3,4,4,3,1,0,2
1865,39,Female,Master's,Product,Senior,1,1,8181,8,29,10,7,7,2,4,2,10,0,2
1866,29,Female,Bachelor's,Operations,Mid,7,4,3032,65,17,4,12,3,2,3,6,9,1,1
1867,35,Male,High School,HR,Senior,0,0,6353,56,10,4,0,3,3,4,7,6,0,1
1868,53,Male,Bachelor's,Engineering,Manager,0,0,11025,38,9,10,2,7,4,4,5,6,0,3
1869,59,Female,Bachelor's,HR,Mid,2,2,4301,6,22,8,3,0,4,3,5,10,2,2
1870,54,Male,Bachelor's,Support,Junior,2,2,2016,109,6,4,1,1,3,4,7,9,1,2
1871,44,Female,Master's,Finance,Manager,2,0,10516,68,11,6,7,5,5,4,6,2,2,3
1872,36,Male,Bachelor's,Sales,Senior,8,2,6686,7,2,2,5,3,3,5,8,10,8,2
1873,54,Male,Bachelor's,Operations,Junior,0,0,2236,95,23,3,5,4,4,4,9,9,0,3
1874,46,Female,Bachelor's,Sales,Senior,6,4,6548,118,12,0,23,4,4,5,2,3,6,3
1875,38,Female,Bachelor's,Marketing,Mid,2,2,3852,117,12,0,1,6,4,1,2,3,1,1
1876,54,Female,Bachelor's,Sales,Lead,1,1,7111,17,16,8,5,6,3,4,1,3,0,1
1877,23,Female,Master's,Engineering,Mid,13,4,5968,101,25,0,3,0,3,3,7,1,1,2
1878,35,Male,Master's,Finance,Mid,1,1,4351,109,22,0,1,2,5,2,4,10,1,3
1879,27,Male,Master's,HR,Senior,5,0,6138,81,27,7,0,5,1,4,9,7,3,2
1880,27,Female,Master's,Support,Mid,1,0,4032,48,24,0,9,0,5,4,6,10,1,3
1881,24,Female,Master's,Support,Junior,3,3,2111,104,12,1,3,2,4,3,7,7,0,2
1882,28,Male,High School,Finance,Senior,7,1,6881,108,21,4,6,0,3,4,7,2,2,2
1883,29,Female,Master's,Operations,Lead,10,5,8095,15,18,4,3,6,4,3,8,6,4,1
1884,36,Male,Bachelor's,Sales,Junior,9,0,3057,20,13,7,0,4,2,3,4,4,9,1
1885,50,Male,Bachelor's,Operations,Senior,4,1,5519,9,15,3,1,3,4,3,3,7,2,2
1886,54,Male,Bachelor's,HR,Mid,1,1,4104,105,16,3,1,1,5,3,3,7,1,3
1887,51,Female,Bachelor's,Operations,Mid,5,2,3444,3,4,6,14,6,3,3,10,4,4,1
1888,48,Female,High School,Marketing,Mid,6,2,4202,43,12,3,0,3,4,4,8,3,3,2
1889,57,Male,Bachelor's,Finance,Mid,0,0,5017,7,17,4,16,4,3,2,3,7,0,1
1890,50,Female,High School,HR,Lead,2,1,7240,110,1,11,15,7,4,2,8,9,0,3
1891,59,Male,Master's,HR,Mid,9,5,3976,116,22,2,22,1,3,4,2,4,2,2
1892,54,Male,High School,Product,Senior,3,1,6712,54,18,2,2,2,4,4,5,6,0,3
1893,58,Male,Bachelor's,HR,Junior,1,0,2519,18,22,0,13,2,5,3,5,7,0,2
1894,48,Male,Bachelor's,Product,Manager,10,3,13243,110,16,4,2,4,3,3,7,10,6,2
1895,54,Male,Bachelor's,Engineering,Senior,0,0,7233,63,1,0,0,1,4,3,5,3,0,1
1896,25,Female,Master's,Support,Senior,1,0,5274,39,27,3,1,3,4,4,9,5,1,3
1897,43,Female,High School,Product,Mid,5,1,5470,103,10,8,11,4,4,5,3,1,5,1
1898,23,Female,Bachelor's,Finance,Mid,2,1,5606,50,19,3,0,2,4,4,9,6,0,3
1899,31,Male,Master's,Operations,Junior,6,6,2126,8,16,1,3,7,4,2,1,5,6,1
1900,26,Male,Master's,Product,Manager,0,0,11776,29,14,7,0,4,1,4,3,7,0,1
1901,31,Male,Bachelor's,HR,Mid,1,1,4284,55,25,1,1,7,5,3,4,9,0,3
1902,54,Male,Master's,Finance,Senior,0,0,7423,80,2,6,0,3,5,3,6,4,0,3
1903,59,Female,High School,Product,Senior,15,7,5877,103,24,4,7,0,3,3,10,9,10,3
1904,34,Male,Bachelor's,Product,Mid,2,1,5469,43,6,0,3,7,3,4,8,6,2,1
1905,52,Female,Bachelor's,HR,Senior,2,2,7199,58,28,11,9,7,4,4,7,5,1,3
1906,57,Female,Master's,Marketing,Senior,0,0,6639,14,22,1,4,5,5,4,8,2,0,2
1907,45,Male,Bachelor's,Marketing,Senior,0,0,5885,67,23,22,14,5,5,4,6,1,0,3
1908,36,Female,Bachelor's,Product,Mid,2,1,4941,69,5,0,2,6,5,3,6,8,0,2
1909,50,Female,Bachelor's,Marketing,Mid,0,0,5149,60,12,1,4,5,3,3,6,6,0,1
1910,29,Female,High School,Sales,Junior,3,1,3000,79,27,1,3,0,5,4,3,7,1,3
1911,26,Female,Bachelor's,HR,Lead,3,2,8423,89,4,0,2,3,5,4,10,6,2,3
1912,50,Male,PhD,Sales,Senior,7,3,7120,100,22,6,7,6,3,4,4,10,0,3
1913,25,Male,Bachelor's,Finance,Mid,5,0,4669,22,24,5,4,1,3,3,6,7,0,3
1914,33,Male,Bachelor's,Sales,Manager,2,1,10330,76,4,7,6,7,4,4,7,9,2,3
1915,23,Male,Master's,Finance,Junior,1,1,2976,46,5,1,6,4,4,3,3,5,0,1
1916,48,Female,Bachelor's,Product,Lead,6,5,10439,16,7,2,0,3,3,4,4,1,5,1
1917,52,Male,Bachelor's,Finance,Manager,6,4,13235,56,6,5,4,0,1,3,6,1,5,1
1918,57,Female,Bachelor's,Finance,Lead,0,0,10562,53,13,2,0,7,2,5,1,9,0,1
1919,57,Female,Bachelor's,Operations,Lead,12,6,6792,90,4,5,3,6,3,3,7,5,3,1
1920,47,Male,Bachelor's,Sales,Mid,0,0,4685,51,13,5,4,2,3,4,1,2,0,1
1921,48,Male,Bachelor's,Operations,Junior,0,0,2684,21,4,0,23,5,4,4,10,3,0,1
1922,26,Female,High School,Product,Senior,1,1,8295,100,10,7,0,5,2,3,9,1,1,2
1923,41,Female,Bachelor's,HR,Mid,12,0,3904,82,20,6,0,3,5,2,10,6,10,2
1924,32,Female,Master's,Sales,Junior,3,1,3551,38,1,5,0,7,5,4,9,6,2,2
1925,31,Male,Master's,HR,Senior,7,0,5451,98,21,0,2,5,5,3,9,3,7,3
1926,59,Male,Master's,HR,Mid,1,1,3715,12,8,1,6,5,4,3,4,3,1,1
1927,27,Male,Master's,Finance,Lead,3,2,9721,77,7,2,7,7,2,5,2,7,1,1
1928,29,Male,Bachelor's,Support,Lead,2,1,8633,111,5,1,5,3,3,4,7,1,0,2
1929,44,Female,Master's,Sales,Lead,8,6,7980,94,3,1,9,3,2,3,4,5,8,1
1930,47,Female,Bachelor's,HR,Senior,0,0,6083,108,15,8,1,6,5,4,5,3,0,3
1931,33,Female,Master's,Support,Lead,1,0,7892,65,27,5,0,0,3,4,1,5,1,1
1932,47,Female,Bachelor's,Marketing,Lead,0,0,8297,109,17,4,0,0,4,4,10,4,0,3
1933,34,Female,High School,HR,Senior,9,4,6040,51,29,1,7,5,4,4,6,6,8,2
1934,39,Male,Master's,Marketing,Mid,3,3,4622,102,23,12,5,6,5,4,7,9,2,3
1935,46,Male,Master's,Sales,Lead,2,2,8945,100,13,1,4,3,4,3,3,2,1,1
1936,54,Female,Bachelor's,Product,Lead,2,2,10915,13,15,7,1,3,4,4,10,10,1,3
1937,33,Male,Master's,Operations,Mid,17,17,4704,72,27,17,1,5,4,1,2,8,10,1
1938,57,Female,High School,Sales,Junior,9,2,2834,73,19,6,12,1,4,2,10,2,6,2
1939,25,Female,Bachelor's,Operations,Senior,6,6,6432,62,20,24,0,2,2,4,7,4,2,1
1940,26,Male,Bachelor's,Operations,Junior,1,0,2553,70,14,5,5,4,5,1,1,9,0,2
1941,58,Female,Bachelor's,Sales,Manager,0,0,11057,27,21,1,1,4,4,4,2,4,0,2
1942,29,Female,Master's,HR,Manager,12,10,9636,109,13,1,0,7,1,4,3,7,4,2
1943,49,Female,Master's,Engineering,Junior,2,2,3249,88,12,1,5,5,5,3,4,5,2,2
1944,52,Female,Master's,HR,Senior,1,0,6997,45,24,0,1,6,4,1,5,2,0,1
1945,30,Female,Bachelor's,HR,Junior,3,1,2879,27,29,5,5,7,5,4,4,8,1,3
1946,50,Male,Master's,Product,Senior,12,12,6634,1,23,1,4,4,5,5,10,10,7,2
1947,35,Male,High School,Finance,Mid,2,0,5005,16,9,8,3,0,5,4,3,10,0,2
1948,43,Female,Master's,Finance,Senior,4,3,6983,58,27,2,6,6,2,4,1,2,4,1
1949,32,Female,Bachelor's,HR,Mid,8,6,4037,51,3,3,3,7,3,3,7,3,1,1
1950,44,Male,High School,Marketing,Junior,2,2,2730,3,11,16,1,6,5,1,10,10,1,2
1951,22,Male,Master's,Product,Mid,1,1,5556,76,10,1,5,7,5,4,6,7,0,3
1952,58,Female,Bachelor's,Operations,Junior,26,11,2471,81,1,6,3,0,4,3,2,5,15,1
1953,42,Female,Bachelor's,Support,Senior,15,2,4548,2,17,7,0,1,3,5,2,10,1,1
1954,47,Female,Bachelor's,Finance,Junior,9,9,2710,114,28,1,9,5,3,3,3,3,3,2
1955,57,Female,High School,HR,Mid,5,5,4540,36,26,3,3,0,5,4,8,2,1,3
1956,44,Male,Bachelor's,Product,Lead,1,1,7183,96,13,2,8,5,3,4,8,6,0,2
1957,22,Male,High School,Engineering,Lead,12,0,11513,104,14,7,8,5,3,4,10,10,7,3
1958,36,Female,Bachelor's,Marketing,Lead,1,0,8745,23,1,4,2,7,4,4,10,1,1,1
1959,42,Male,High School,Sales,Manager,8,2,11929,71,2,3,2,6,3,5,10,8,1,3
1960,30,Male,Master's,HR,Junior,12,9,2450,34,2,7,2,3,5,5,10,5,5,3
1961,30,Male,Bachelor's,Product,Junior,4,0,2480,1,7,1,2,2,1,5,8,5,4,2
1962,31,Female,Master's,HR,Senior,8,7,6518,32,9,7,9,2,1,4,7,2,4,1
1963,47,Female,Master's,Support,Lead,7,6,8033,75,24,10,6,5,4,4,2,7,7,3
1964,56,Male,Bachelor's,Operations,Manager,1,0,10469,85,4,10,0,2,4,4,1,5,1,3
1965,46,Male,Master's,Marketing,Junior,5,3,2451,76,2,7,3,2,3,2,6,8,1,1
1966,47,Female,Master's,Finance,Mid,0,0,5043,9,19,2,21,4,4,3,8,5,0,1
1967,32,Non-binary,PhD,Finance,Junior,3,1,2840,80,26,20,3,6,3,1,1,9,1,1
1968,59,Male,Bachelor's,Finance,Senior,0,0,6885,61,5,2,6,4,5,2,3,5,0,2
1969,23,Male,High School,Support,Senior,2,1,6162,42,9,5,5,3,1,3,1,3,0,1
1970,28,Male,Bachelor's,Sales,Junior,8,3,2420,68,24,0,1,1,5,2,10,2,1,2
1971,39,Female,Bachelor's,Product,Mid,21,10,4742,58,13,19,1,6,4,5,9,5,8,2
1972,48,Male,Bachelor's,Marketing,Senior,1,1,5837,8,12,6,5,0,3,4,7,10,0,1
1973,55,Male,Bachelor's,Marketing,Senior,3,3,5584,76,19,6,2,7,1,2,8,10,2,1
1974,48,Female,Master's,Finance,Junior,3,0,3043,59,9,0,3,7,4,3,9,5,2,2
1975,38,Female,PhD,Finance,Lead,15,8,10603,62,10,7,4,7,3,4,3,6,2,2
1976,45,Male,Bachelor's,Operations,Senior,3,2,6134,51,19,7,6,0,3,4,10,2,3,3
1977,46,Female,High School,Support,Lead,6,5,6052,22,10,5,1,4,3,5,2,5,5,1
1978,28,Male,Bachelor's,Engineering,Lead,12,2,11156,29,12,1,0,5,4,5,6,1,2,3
1979,27,Female,Master's,Engineering,Junior,2,2,3797,42,14,3,1,2,4,5,5,3,0,3
1980,45,Male,Master's,HR,Junior,11,8,2338,118,8,0,2,3,2,3,4,3,5,1
1981,54,Female,Bachelor's,HR,Senior,12,3,5950,67,16,3,1,1,4,3,6,3,10,2
1982,50,Male,Bachelor's,Marketing,Junior,13,4,2760,20,17,1,3,4,4,4,6,3,2,1
1983,43,Female,Bachelor's,Marketing,Lead,1,0,9660,42,20,2,0,5,2,3,3,8,0,1
1984,47,Female,Bachelor's,Sales,Senior,2,1,6517,72,4,0,2,3,5,4,2,1,0,2
1985,49,Female,Bachelor's,Sales,Lead,10,9,7547,6,6,1,1,7,4,4,9,6,7,2
1986,42,Female,Master's,Engineering,Mid,2,2,5758,15,12,0,3,5,5,4,8,6,2,2
1987,28,Female,PhD,Support,Mid,4,1,4049,22,28,12,2,3,2,3,4,1,3,1
1988,38,Male,Master's,HR,Senior,0,0,6253,57,18,3,1,4,5,4,6,1,0,2
1989,41,Male,Master's,Engineering,Junior,0,0,3068,86,7,2,9,3,4,4,3,3,0,2
1990,41,Female,Bachelor's,Support,Senior,2,1,6184,30,5,3,0,6,4,5,8,8,2,1
1991,43,Male,Bachelor's,Engineering,Lead,4,0,10835,68,10,4,4,2,4,3,3,6,2,2
1992,49,Female,Master's,HR,Mid,2,1,3846,5,6,12,10,3,1,5,2,4,2,1
1993,28,Non-binary,Master's,Product,Senior,4,1,7850,114,27,0,3,1,5,4,7,5,0,3
1994,22,Male,Bachelor's,Sales,Junior,3,1,2378,64,14,1,8,3,4,4,3,10,3,2
1995,53,Female,Bachelor's,Operations,Mid,5,3,4452,58,6,18,0,6,2,4,9,3,0,2
1996,34,Male,Bachelor's,Operations,Manager,5,3,9332,111,14,2,2,0,1,4,3,6,5,1
1997,51,Female,Bachelor's,Operations,Manager,2,0,9165,27,12,0,2,6,2,3,8,6,1,2
1998,44,Male,Bachelor's,HR,Mid,2,0,4152,17,27,0,0,3,4,3,2,6,0,3
1999,40,Male,Bachelor's,Finance,Manager,0,0,11546,87,22,0,2,7,4,5,9,9,0,3
2000,53,Female,High School,Finance,Mid,3,3,5447,76,26,22,1,5,4,4,1,10,3,3
2001,51,Female,Bachelor's,Finance,Mid,4,3,5295,96,12,1,4,7,3,3,3,8,1,2
2002,50,Female,Master's,Marketing,Mid,3,0,4306,9,8,12,11,7,4,4,2,6,3,1
2003,50,Female,Bachelor's,Sales,Manager,1,0,11346,6,10,27,0,4,4,3,7,2,1,2
2004,51,Male,Master's,Sales,Junior,6,4,2860,36,16,4,1,0,1,3,5,4,2,1
2005,37,Female,Bachelor's,Product,Senior,0,0,7479,95,20,0,2,4,3,4,8,6,0,3
2006,40,Male,Master's,Product,Senior,12,1,7715,44,26,0,2,5,2,3,2,9,10,1
2007,39,Female,Bachelor's,Marketing,Senior,0,0,6465,85,8,3,5,1,5,2,8,2,0,3
2008,22,Female,PhD,Engineering,Mid,16,14,5690,15,9,2,2,2,4,3,7,6,6,2
2009,35,Female,Bachelor's,Support,Mid,3,1,3612,87,13,4,0,1,5,4,5,10,1,3
2010,23,Female,PhD,Product,Junior,2,0,3002,115,29,2,4,0,3,1,2,10,1,2
2011,49,Male,Master's,Operations,Senior,1,0,7480,117,20,13,8,5,5,3,10,10,0,3
2012,51,Female,Bachelor's,Finance,Senior,0,0,8204,13,17,3,2,7,4,3,7,7,0,2
2013,59,Male,High School,Operations,Senior,1,1,5774,10,19,5,3,5,4,1,10,8,1,1
2014,25,Female,Bachelor's,Finance,Senior,0,0,7928,82,17,11,0,7,3,2,4,9,0,3
2015,22,Male,Bachelor's,Operations,Junior,5,0,2529,86,7,0,0,2,4,2,4,5,3,1
2016,29,Female,Bachelor's,Engineering,Lead,1,1,10694,33,28,1,1,3,5,3,8,9,0,3
2017,50,Female,Bachelor's,Support,Senior,7,1,5702,59,1,0,2,0,3,4,6,9,7,2
2018,24,Male,Bachelor's,Operations,Junior,1,1,2797,103,27,0,10,2,3,3,9,7,1,3
2019,53,Male,High School,Operations,Mid,11,4,4310,12,20,3,2,6,4,2,2,2,8,1
2020,31,Female,Bachelor's,HR,Lead,3,2,7867,38,29,1,0,6,5,2,5,8,1,3
2021,31,Male,Bachelor's,Support,Lead,0,0,7867,43,14,2,1,4,4,3,6,5,0,3
2022,40,Male,High School,Operations,Mid,2,1,4263,27,17,20,1,7,3,4,8,8,2,2
2023,55,Male,Bachelor's,HR,Senior,1,0,6325,39,13,0,3,2,3,3,4,2,0,1
2024,54,Male,Bachelor's,Sales,Junior,1,1,2836,15,29,3,2,4,3,3,7,7,0,1
2025,44,Female,Bachelor's,Support,Junior,3,0,2228,49,2,0,1,6,5,3,7,5,3,3
2026,49,Female,Master's,Marketing,Senior,5,4,6568,114,27,1,3,6,4,4,4,4,3,3
2027,53,Male,Bachelor's,Support,Senior,12,11,5294,27,14,3,1,4,4,1,1,10,10,1
2028,28,Male,Bachelor's,Support,Senior,3,3,5202,67,1,14,0,5,3,4,3,6,2,1
2029,50,Male,Bachelor's,Operations,Mid,16,11,3750,91,29,2,0,2,5,3,2,5,11,2
2030,29,Male,Master's,Sales,Junior,14,3,2367,59,5,0,1,5,4,1,3,6,3,1
2031,22,Male,Master's,Support,Mid,10,1,3420,11,7,2,0,6,5,4,5,9,8,2
2032,24,Male,Master's,Product,Junior,3,1,3070,15,19,0,1,5,4,4,1,1,2,2
2033,45,Male,Master's,Product,Junior,0,0,3157,52,14,1,5,7,5,4,5,1,0,2
2034,44,Female,Bachelor's,HR,Mid,1,0,4053,53,24,4,5,1,5,3,2,6,1,2
2035,29,Male,Bachelor's,Operations,Mid,5,4,3185,48,14,0,3,1,3,4,4,2,1,1
2036,58,Female,High School,Operations,Mid,2,2,4822,35,15,3,7,5,5,3,6,8,1,1
2037,24,Female,Master's,Support,Senior,0,0,6236,61,5,4,1,5,1,4,9,7,0,1
2038,54,Female,Master's,Engineering,Junior,3,0,3394,83,5,2,8,7,4,4,10,6,2,3
2039,49,Female,Master's,Sales,Junior,0,0,3274,25,29,0,2,4,5,2,6,4,0,2
2040,29,Female,Bachelor's,Finance,Senior,6,2,6766,55,21,21,2,5,3,4,10,9,1,2
2041,55,Female,Master's,Finance,Junior,0,0,3566,119,24,2,2,0,4,4,2,7,0,3
2042,56,Female,Bachelor's,Engineering,Senior,4,0,7340,89,2,7,0,2,4,3,8,7,0,2
2043,53,Female,High School,HR,Junior,7,0,2559,21,18,1,14,0,4,5,5,5,2,1
2044,45,Female,Bachelor's,Finance,Mid,0,0,4363,119,28,3,0,1,5,4,9,1,0,3
2045,35,Female,Bachelor's,Support,Junior,3,3,2253,72,24,2,1,0,4,3,10,2,1,3
2046,53,Male,Bachelor's,Finance,Junior,7,4,3115,68,9,2,1,3,5,5,9,8,3,3
2047,37,Male,Master's,Product,Senior,1,1,7691,80,27,0,0,3,3,3,4,5,0,2
2048,25,Male,Bachelor's,Product,Manager,0,0,12834,48,28,2,0,1,3,4,1,2,0,2
2049,58,Female,Bachelor's,Marketing,Junior,2,1,2650,97,10,11,0,0,3,4,9,5,2,3
2050,42,Female,Bachelor's,Sales,Mid,4,2,4343,1,26,5,1,2,4,4,9,8,1,3
2051,35,Female,Bachelor's,HR,Senior,4,0,5895,52,18,0,8,7,3,3,8,4,0,1
2052,52,Female,Master's,Operations,Mid,0,0,4504,118,4,4,1,1,4,5,5,3,0,3
2053,39,Male,Master's,Sales,Lead,3,0,8139,6,8,11,0,3,3,3,5,5,3,1
2054,28,Male,Master's,HR,Junior,1,1,2728,99,18,6,4,1,4,3,10,7,0,2
2055,31,Female,Master's,Finance,Manager,9,9,12906,76,20,0,22,0,1,3,6,2,8,1
2056,28,Female,Master's,Marketing,Mid,1,1,3644,19,26,10,1,0,4,5,1,1,1,1
2057,54,Non-binary,Bachelor's,Sales,Mid,9,6,5102,93,29,1,1,0,4,5,9,5,9,3
2058,44,Male,Master's,Finance,Lead,2,1,11457,29,29,3,14,4,5,3,5,7,0,3
2059,42,Female,Bachelor's,HR,Senior,6,3,6407,74,17,3,0,0,4,5,7,8,6,3
2060,40,Female,Bachelor's,Sales,Mid,3,3,4857,94,16,9,2,5,4,3,8,8,0,3
2061,40,Female,High School,Operations,Senior,4,1,6898,66,18,13,1,3,5,5,5,10,4,3
2062,57,Female,Master's,Sales,Senior,2,0,6685,58,7,13,10,6,4,4,3,9,0,3
2063,50,Female,Master's,Finance,Junior,7,7,3054,65,1,0,15,3,3,1,6,1,6,1
2064,39,Male,Bachelor's,Support,Senior,2,2,4885,111,28,12,6,4,5,1,7,7,2,2
2065,23,Female,Master's,Support,Junior,3,1,2281,2,1,0,1,3,4,2,4,10,1,1
2066,22,Female,Master's,Sales,Lead,3,0,9142,55,18,1,2,3,3,3,9,8,3,2
2067,26,Female,Bachelor's,Operations,Manager,8,6,10077,78,4,3,1,1,4,4,4,6,4,2
2068,41,Female,Bachelor's,Marketing,Mid,5,1,4841,16,23,3,8,6,5,3,10,10,2,3
2069,32,Male,Master's,Marketing,Mid,2,2,4036,111,20,4,9,6,5,5,2,4,2,3
2070,23,Male,Bachelor's,Support,Junior,5,0,2130,51,21,3,2,0,5,4,9,7,3,3
2071,24,Non-binary,Bachelor's,Finance,Junior,5,0,3568,6,20,13,4,5,3,4,4,3,2,1
2072,44,Female,High School,HR,Manager,13,6,9439,111,4,1,0,5,3,3,4,2,3,1
2073,33,Female,Bachelor's,Finance,Junior,9,2,3060,4,25,1,2,1,2,5,10,6,1,2
2074,41,Male,Master's,Marketing,Mid,5,2,4345,97,6,12,3,5,3,4,1,2,3,1
2075,26,Female,Master's,Engineering,Lead,2,2,9446,96,28,0,1,1,5,5,2,6,1,3
2076,58,Female,Master's,Engineering,Lead,7,4,11962,53,3,4,1,6,3,5,3,10,5,2
2077,59,Female,Master's,Sales,Mid,4,2,4341,60,6,5,0,6,4,2,7,3,4,1
2078,51,Male,Master's,Operations,Senior,21,20,5545,108,13,3,6,7,4,2,9,2,5,1
2079,30,Female,Master's,Support,Senior,1,1,5371,15,23,5,8,6,4,4,5,8,1,1
2080,55,Female,High School,Product,Manager,0,0,9581,100,7,0,13,5,3,5,4,4,0,2
2081,56,Male,Bachelor's,Product,Senior,0,0,7303,66,24,9,5,3,3,4,2,4,0,3
2082,43,Female,High School,Product,Senior,5,2,7056,58,29,0,3,6,3,3,7,7,4,3
2083,45,Female,Master's,Sales,Junior,14,5,2919,46,4,2,1,7,3,4,6,8,0,2
2084,38,Female,Bachelor's,Engineering,Junior,0,0,3031,47,1,0,29,2,5,3,7,9,0,2
2085,31,Male,Bachelor's,Marketing,Senior,6,2,7145,106,6,3,3,0,5,3,8,10,0,3
2086,51,Male,Bachelor's,Sales,Manager,5,5,12015,114,24,5,4,2,4,3,9,8,5,3
2087,44,Male,Master's,Product,Lead,6,4,10668,63,5,14,4,3,5,3,10,4,5,2
2088,53,Male,Master's,Product,Manager,2,0,11721,49,13,6,7,4,3,3,5,2,2,2
2089,38,Male,Bachelor's,Support,Mid,8,2,3802,84,19,3,0,1,4,5,5,10,7,3
2090,38,Female,Master's,Finance,Senior,0,0,6356,40,4,13,0,7,3,4,4,5,0,2
2091,35,Male,Bachelor's,Product,Lead,7,3,9763,71,24,3,4,5,4,5,3,7,3,3
2092,30,Female,Bachelor's,Operations,Senior,1,0,5712,21,6,4,9,5,4,4,7,2,1,2
2093,23,Non-binary,Master's,Product,Mid,3,0,5569,114,13,4,4,3,2,3,5,4,3,2
